(0.0, 0.0, 1.0)
(0.012432723734948766, 0.09920568248223892, 0.9980869020506945)
(0.02555347803298929, 0.16497216896444455, 1.0722665155737934)
(0.04361289630989125, 0.16341330654499728, 1.170609931008977)
(0.14231085932305007, 0.17879540108561004, 1.1753113419245198)
(0.22459014881018136, 0.23326680606695016, 1.1915281406484257)
(0.25837308555774824, 0.32615183356718574, 1.2067296159383565)
(0.3189148651919177, 0.405722803569615, 1.208505468297131)
(0.32444464568775, 0.44171468383152257, 1.301639812568621)
(0.3853492811562827, 0.4418153268101818, 1.3809532114961414)
(0.40725192525545656, 0.44418197335837845, 1.4784963976527399)
(0.48018521267487674, 0.46981348551229124, 1.5419295212625705)
(0.47356177935076965, 0.5233739878822878, 1.6261162346850262)
(0.4737498715721114, 0.5781954412600055, 1.70974979774957)
(0.5447368225013817, 0.5179485913795814, 1.7462349985473045)
(0.6149461044284582, 0.5136524801233031, 1.817313829146562)
(0.680711428223926, 0.5889775303342194, 1.818342904848452)
(0.7478680425726627, 0.655347725515656, 1.851282035692982)
(0.7844269758929425, 0.7048726432845986, 1.9300902009708438)
(0.7933525770314862, 0.8032365517314524, 1.9457386884177061)
(0.8166768186436092, 0.8371687868120544, 2.036868174181942)
(0.7718959953684538, 0.9215870654293559, 2.066333952673116)
(0.7668231025999807, 1.0070547420950948, 2.1180015634589875)
(0.8039891383468588, 1.0667456414393832, 2.1891048849167913)
(0.8233998471522435, 1.0541550985908226, 2.286391588090715)
(0.8525152994974453, 1.1491031891125032, 2.2981027170295074)
(0.8277244526797578, 1.1448573286829689, 2.3948879771845273)
(0.7760310977306007, 1.2068182362402147, 2.453952712761544)
(0.7630585068327668, 1.2748106542009827, 2.5261243345061444)
(0.7620815031954191, 1.3742811151446457, 2.5158933588171974)
(0.8251659388151285, 1.4299923419162253, 2.5698990362423384)
(0.901363418915927, 1.494415568014297, 2.563296615064835)
(0.879514127670905, 1.574987999003083, 2.618348334716881)
(0.9463398549046383, 1.5737902259102001, 2.692731716727251)
(1.0330755064448534, 1.5850940744152824, 2.741199744961011)
(1.1051044315802294, 1.65427497535078, 2.7462827450195646)
(1.1587112828375006, 1.712754496109252, 2.807163375355824)
(1.223683099697156, 1.7706503922504568, 2.856425208695258)
(1.3087503410859127, 1.8212701971364804, 2.870609700078734)
(1.3849268911161967, 1.853525797781905, 2.926794301639006)
(1.447109535981765, 1.9093946273058493, 2.9816759248397378)
(1.4670506534678773, 1.8724855001013354, 3.0724507460315533)
(1.530958063639561, 1.9219346601129552, 3.1313627439546705)
(1.6206973669327065, 1.8807024070804699, 3.1156541872314727)
(1.6175795524107566, 1.8144741123802204, 3.1905146722265862)
(1.5786836349153939, 1.798033113059488, 3.2811612449336094)
