(1.582399263784705, 1.8059714043208819, 3.3807763925465846)
(1.6434486568666942, 1.7578647664603406, 3.4436947761723227)
(1.6850296157013611, 1.8294833993248247, 3.499746495940872)
(1.6708907905932844, 1.7729914002574994, 3.5810407003218767)
(1.6876539572821834, 1.8401591694435442, 3.6532036203371474)
(1.7435924572593817, 1.9087334332581924, 3.69977028827227)
(1.8037274323975874, 1.8839754496065764, 3.7757362478241228)
(1.8883839292787308, 1.9351616931623072, 3.761133302694241)
(1.9504263215501125, 1.996498230527364, 3.8100063089994496)
(2.0330374859959903, 1.992598848303409, 3.866221879148365)
(2.1101286765133382, 1.9331831494556306, 3.8432714308946148)
(2.1845321221875014, 1.896693484750578, 3.7873015136039427)
(2.2251737931039854, 1.8149390069164306, 3.746503720291288)
(2.314515940068667, 1.8437396078812733, 3.7120290026012888)
(2.3948836751147793, 1.8765278691488925, 3.662370598613603)
(2.4416611936558605, 1.8889874916952285, 3.574868475409982)
(2.505902951473344, 1.9425921777752964, 3.520100472134555)
(2.550275264874955, 1.9239596917981556, 3.4324424532788855)
(2.6048522512111805, 1.840430602528266, 3.4257908513516617)
(2.6173285488521962, 1.7412696809648132, 3.4224065298746837)
(2.711034768369235, 1.7064370891355736, 3.419990961560161)
(2.7232401905384402, 1.6086846450993562, 3.402801215936166)
(2.8050173583617752, 1.5594154411997976, 3.3730515878729808)
(2.8765106634969393, 1.4894964525534757, 3.373257373017898)
(2.943768286832383, 1.4655901466123105, 3.303222377197844)
(3.0144849883496967, 1.400434833729159, 3.3306802236102957)
(3.0907570074091524, 1.3532292205525718, 3.286473785241926)
(3.1673038222185688, 1.39917854406061, 3.241426645358393)
(3.2630131068600523, 1.419774710574546, 3.2618112169346047)
(3.329979776971808, 1.4757105961327, 3.212957948866149)
(3.423156707444508, 1.4738060351201787, 3.249213048852706)
(3.4901045589616158, 1.4148445410877442, 3.294396313439348)
(3.574457278130346, 1.42535700787008, 3.24172652313227)
(3.6049529140061214, 1.4725630376986805, 3.1590125162147387)
(3.6457601568928837, 1.5427071356014754, 3.100578155968528)
(3.7159035385636536, 1.613759555358148, 3.1061870466351658)
(3.7650131103626174, 1.695369419431842, 3.0757226404601616)
(3.81693733172475, 1.7745363655238222, 3.043528388140753)
(3.8516571683381673, 1.8232154018101758, 2.9633730117036765)
(3.9112309551662188, 1.7971900145920505, 2.887388518923159)
(3.965316567280541, 1.8600186297768084, 2.831466147047632)
(4.0414611694300095, 1.8896633658095479, 2.889113256160304)
(4.120354132262142, 1.9027901696566185, 2.9491431440190055)
(4.199455591874419, 1.8433869846200366, 2.9345068639343355)
(4.285414830065573, 1.817410024580752, 2.890504512670864)
(4.379837673745351, 1.7848276518876054, 2.895270599232091)
(4.445976996296964, 1.7962334462775302, 2.9694022245127263)
(4.538285417809326, 1.8086045879358037, 3.0058180201509797)
(4.625128084532059, 1.7738970090885027, 2.970409896689792)
(4.675530276925141, 1.85943525168856, 2.9584588274964325)
(4.7458722475196184, 1.9095109472853964, 3.0089011894888946)
(4.835782472091955, 1.888432473033155, 3.047265879511747)
(4.929449232293464, 1.88962567764221, 3.0822675122752887)
(5.015442891173206, 1.9390519483840012, 3.069534311851441)
(5.074539914082694, 1.8840893763014466, 3.1285822377532493)
(5.116200572647151, 1.9286044074947444, 3.2078463628404252)
(5.152759187622555, 2.0057651027386285, 3.2599010915455158)
(5.1885210378885525, 2.0660314629541943, 3.3312387105968977)
(5.220191141258033, 2.160872455625376, 3.332718799010249)
(5.3173694336934565, 2.1838760954656737, 3.3379353144595845)
(5.39009647127574, 2.235383698309109, 3.3832976871249123)
(5.437665392921847, 2.3064429525432386, 3.331453882469816)
(5.46813285630277, 2.3980771663011415, 3.3054749574708278)
(5.448691047613762, 2.493454283161312, 3.3283926723294566)
(5.514938040378217, 2.559268318520804, 3.36416764541632)
(5.448183724970669, 2.6281712357393023, 3.392385536429829)
(5.467165805238971, 2.7014111282600917, 3.457773599348308)
(5.482203561976389, 2.7650756909093457, 3.5334088380600717)
(5.50587762192132, 2.844168052099324, 3.589835226276205)
(5.537854135541674, 2.882033226202974, 3.6766898816884948)
(5.547943866402526, 2.9501057721243003, 3.74924555564267)
(5.558158715833835, 2.981484394054543, 3.8436438550810315)
(5.621322942982793, 2.9887947944415254, 3.920824412573555)
(5.6300816546763075, 3.0584432660263707, 3.9920450231814746)
(5.595136747514973, 3.0379389951890863, 4.083469463791833)
(5.604830388671095, 3.108859624035842, 4.153299956594885)
(5.634064498768202, 3.1334106793841303, 4.245726210917536)
(5.643230873700564, 3.2052163183599043, 4.3147184407835155)
(5.652397248632926, 3.2770219573356782, 4.383710670649495)
(5.721758101144823, 3.3079040181443378, 4.448790394519785)
(5.693772242029533, 3.401140052824978, 4.471677804303543)
(5.680560044262778, 3.4957398325974096, 4.501280498390054)
(5.665055945652855, 3.5869876639192024, 4.539141510069134)
(5.585340521211929, 3.6072829907869584, 4.596005829405024)
(5.523011484127871, 3.6686675614178825, 4.547559718883836)
(5.468569095447185, 3.744703449719243, 4.512139809158313)
(5.4408775183010984, 3.8406745621428624, 4.50737303505675)
(5.4675938887118845, 3.934238854266931, 4.530437266919)
(5.511888557739607, 4.0197967445419245, 4.50364492272487)
(5.5393921694286625, 4.108063217365291, 4.541757664942922)
(5.607520762270421, 4.181228548065361, 4.544066175491148)
(5.561220445961632, 4.252713850798134, 4.596469726925281)
(5.60842386922448, 4.332934814268672, 4.63302699504158)
(5.676914106882675, 4.399581419606642, 4.6624772470345395)
(5.627384176489523, 4.473039983523268, 4.616102411373845)
(5.633417575763645, 4.5612037525939995, 4.569296985230697)
(5.55828517593112, 4.624757324815263, 4.551518741410728)
(5.482652695429337, 4.6872815743058895, 4.532271764536907)
(5.4851985333092514, 4.783739091141093, 4.558529452086949)
(5.499430173034535, 4.8450523533781755, 4.636234949347931)
(5.4122213289745185, 4.892079807748004, 4.622705867590126)
(5.312536517519774, 4.884563623423263, 4.620167100482135)
(5.244274663617577, 4.900381505010149, 4.6915121348148645)
(5.234783791416784, 4.954736962292927, 4.774911221191445)
(5.264504229956552, 4.9953342150975715, 4.861332043900556)
(5.29422466849632, 5.035931467902216, 4.947752866609667)
(5.323945107036089, 5.076528720706861, 5.034173689318778)
(5.353665545575857, 5.117125973511506, 5.120594512027889)
(5.383385984115625, 5.1577232263161505, 5.207015334737)
(5.413106422655393, 5.198320479120795, 5.293436157446111)
(5.412059942825493, 5.1663500859640745, 5.388182127499567)
(5.442882292338881, 5.210053604220178, 5.472680560991041)
(5.473704641852269, 5.253757122476282, 5.5571789944825145)
(5.510731495588829, 5.346543121776525, 5.552732598613216)
(5.54017681162973, 5.385869675856574, 5.63983251541823)
(5.569622127670631, 5.425196229936622, 5.726932432223244)
(5.599067443711532, 5.464522784016672, 5.814032349028259)
(5.628512759752433, 5.50384933809672, 5.901132265833273)
(5.657958075793334, 5.5431758921767695, 5.988232182638288)
(5.628019224494124, 5.622720813740015, 6.0409225103691035)
(5.5656892117331225, 5.650737006542761, 6.113929787061587)
(5.607179710778073, 5.684102735159131, 6.198577685103415)
(5.648670209823024, 5.717468463775501, 6.283225583145243)
(5.690160708867975, 5.750834192391871, 6.367873481187071)
(5.731651207912925, 5.78419992100824, 6.452521379228899)
(5.773141706957876, 5.81756564962461, 6.537169277270727)
(5.736325331247308, 5.861685898779664, 6.619010331113125)
(5.790855707471552, 5.890290542571735, 6.697802541529962)
(5.869544468875947, 5.921245700943759, 6.751186593444415)
(5.914256432192013, 5.948237728802177, 6.836464203451458)
(5.987456568214935, 6.013203684992361, 6.856986499193421)
(6.071985306074106, 6.00570021521416, 6.909888204432697)
(6.009646958647699, 6.000763902294135, 6.987923858174433)
(6.0, 6.0, 7.0)
