0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,0.000000000000000000e+00
4.166666666666666435e-02,0.000000000000000000e+00
6.250000000000000000e-02,5.139904021898250401e-03
8.333333333333332871e-02,6.149401306567816791e-03
1.041666666666666574e-01,6.414744908650108282e-03
1.250000000000000000e-01,1.630549470422179570e-02
1.458333333333333148e-01,2.212952417740251393e-02
1.666666666666666574e-01,1.732869909621722118e-02
1.875000000000000000e-01,1.657112074714698138e-02
2.083333333333333148e-01,2.577249363222448159e-02
2.291666666666666574e-01,3.182929877143172992e-02
2.500000000000000000e-01,2.755612723443908590e-02
2.708333333333333148e-01,2.249768510849162531e-02
2.916666666666666297e-01,2.523707241256910663e-02
3.125000000000000000e-01,2.345149326563351899e-02
3.333333333333333148e-01,1.755983575537840499e-02
3.541666666666666297e-01,2.055858651700418274e-02
3.750000000000000000e-01,1.839073225598588518e-02
3.958333333333333148e-01,7.877210961942221132e-03
4.166666666666666297e-01,6.444449250855066418e-03
4.375000000000000000e-01,1.459346647304756578e-02
4.583333333333333148e-01,1.488742603403176747e-02
4.791666666666666297e-01,5.514050691381335370e-03
5.000000000000000000e-01,3.423361198466423182e-03
5.208333333333332593e-01,1.318770827596435664e-02
5.416666666666666297e-01,1.800605552449718871e-02
5.625000000000000000e-01,9.043093514463501625e-03
5.833333333333332593e-01,3.180173362733219444e-03
6.041666666666666297e-01,1.113258621628339037e-02
6.250000000000000000e-01,1.662926446808179679e-02
6.458333333333332593e-01,8.646934593642515571e-03
6.666666666666666297e-01,2.850241076808362941e-03
6.875000000000000000e-01,9.711481372906687407e-03
7.083333333333332593e-01,1.406197320095335310e-02
7.291666666666666297e-01,7.419439681398445376e-03
7.500000000000000000e-01,4.325161247465066777e-03
7.708333333333332593e-01,1.259735146034297176e-02
7.916666666666666297e-01,1.763300114694641221e-02
8.125000000000000000e-01,9.987039546909940585e-03
8.333333333333332593e-01,4.923352177206583372e-03
8.541666666666666297e-01,1.288333292565091784e-02
8.750000000000000000e-01,1.770819306739323390e-02
8.958333333333332593e-01,8.493609536281331029e-03
9.166666666666666297e-01,2.020630334016923751e-03
9.375000000000000000e-01,9.554189864656212339e-03
9.583333333333332593e-01,1.449967933488951165e-02
9.791666666666666297e-01,5.273874588572148928e-03
1.000000000000000000e+00,-9.279536119869512658e-04
1.020833333333333259e+00,7.711282421601306676e-03
1.041666666666666519e+00,1.367583636023530363e-02
1.062500000000000000e+00,4.515627907574878454e-03
1.083333333333333259e+00,-1.480250216798359225e-03
1.104166666666666519e+00,8.179184910094443317e-03
1.125000000000000000e+00,1.460783070422009937e-02
1.145833333333333259e+00,4.875362373704839047e-03
1.166666666666666519e+00,-1.873713294733785279e-03
1.187500000000000000e+00,7.365238251574737251e-03
1.208333333333333259e+00,1.316257578843600326e-02
1.229166666666666519e+00,2.552065830945084938e-03
1.250000000000000000e+00,-4.946788021936925073e-03
1.270833333333333259e+00,3.589710111075298561e-03
1.291666666666666519e+00,8.645513435133627550e-03
1.312500000000000000e+00,-2.362868161913547413e-03
1.333333333333333259e+00,-1.007701955572267404e-02
1.354166666666666519e+00,-2.057956077166963899e-03
1.375000000000000000e+00,2.443730150158870008e-03
1.395833333333333259e+00,-7.706717201558817461e-03
1.416666666666666519e+00,-1.393150441965474232e-02
1.437500000000000000e+00,-4.391109966438776907e-03
1.458333333333333259e+00,2.037304252438973135e-03
1.479166666666666519e+00,-7.019624149254367895e-03
1.500000000000000000e+00,-1.279896461129553624e-02
1.520833333333333259e+00,-2.638754102377843282e-03
1.541666666666666519e+00,4.558341340798204369e-03
1.562500000000000000e+00,-3.773446298780924659e-03
1.583333333333333259e+00,-8.726178305002106270e-03
1.604166666666666519e+00,2.417971054950394591e-03
1.625000000000000000e+00,1.054897710988950653e-02
1.645833333333333259e+00,3.177222724984461299e-03
1.666666666666666519e+00,-8.427665110024892391e-04
1.687500000000000000e+00,8.718481166798644488e-03
1.708333333333333259e+00,1.372432964739304061e-02
1.729166666666666519e+00,3.041574501145444601e-03
1.750000000000000000e+00,-4.264831285814773068e-03
1.770833333333333259e+00,4.450564677658357983e-03
1.791666666666666519e+00,1.007337042477488183e-02
1.812500000000000000e+00,8.416374495361757864e-05
1.833333333333333259e+00,-6.519450503519569340e-03
1.854166666666666519e+00,2.921003308077381889e-03
1.875000000000000000e+00,9.337818698499885869e-03
1.895833333333333259e+00,1.059806135636515715e-04
1.916666666666666519e+00,-5.738209337796557410e-03
1.937500000000000000e+00,4.695327691885035383e-03
1.958333333333333259e+00,1.210766981959233470e-02
1.979166666666666519e+00,3.815843933644188189e-03
2.000000000000000000e+00,-1.033541789985169528e-03
2.020833333333333037e+00,9.470013014081025624e-03
2.041666666666666519e+00,1.631941174514226281e-02
2.062500000000000000e+00,7.551208793635424965e-03
2.083333333333333037e+00,2.094164100597672041e-03
2.104166666666666519e+00,1.165907607811497888e-02
2.125000000000000000e+00,1.761255415366477783e-02
2.145833333333333037e+00,8.023986818844511607e-03
2.166666666666666519e+00,1.792684862664205379e-03
2.187500000000000000e+00,1.168044914009879962e-02
2.208333333333333037e+00,1.857968417548726270e-02
